property,city,area,category,rating,price
شاليه بمسطح اخضر جلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,8,300
شاليه بصالة وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 170 م2, مخصص لل عوائل فقط,8.8,400
كوخ بجلسة خارجية وألعاب مائية, الرياض - العمارية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,9.7,"1,600"
كوخ ريفي بمسطح اخضر وجلسة خارجية, الرياض - العمارية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,9.7,"1,600"
شاليه بمسطح اخضر ومسبح, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.8,600
شاليه بألعاب أطفال وجلسة خارجية, الرياض - حي الجنادرية, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,9.6,500
مخيم ببيت شعر  وبروجكتر, الرياض - حي الثمامة, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,6.8,750
استراحة بمسطح اخضر وجلسة خارجية, الرياض - حي القيروان, مساحة الوحدة 700 م2, مخصص لل عوائل و عزاب,8.9,"1,200"
شاليه بمسطح اخضر ومسبح, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,8.8,700
شاليه بمسطح اخضر ومسبح, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.8,499
شاليه بمسطح اخضر ومسبح , الرياض - مفرق رماح, مساحة الوحدة 470 م2, مخصص لل عوائل فقط,9.6,600
استراحة بخيمة ومسطح اخضر, الرياض - حي الجبيلة, مساحة الوحدة 1200 م2, مخصص لل عوائل فقط,9.9,"1,500"
شاليه بمسبح خارجي, الرياض - حي المناخ, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,8.8,700
شاليه بمجلس وجلسة خارجية, الرياض - حي الندى, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,8.9,950
استراحه بمسطح اخضر ومجلس , الرياض - حي الجبيلة, مساحة الوحدة 650 م2, مخصص لل عوائل و عزاب,9.8,"1,500"
شاليه بجلسة مطلة على المسبح, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.6,360
شاليه بجلسة مطلة على العاب مائية, الرياض - حي ضاحية نمار, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,9.9,450
شاليه بمجلس مطل على الحديقة , الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,9.8,600
شاليه جلسة بإطلالة على حديقة, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,9.8,500
فيلا بجلسات خارجية , الرياض - حي السليمانية, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,0,"2,500"
شاليه بجلسة خارجية ومسطح اخضر, الرياض - حي المعيزيلة, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,0,900
شاليه بجلسة خارجية على المسبح , الرياض - العمارية, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,0,874
مخيم بألعاب أطفال, الرياض - حي العاذرية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,"1,000"
استراحة باطلالة على الجبل , الرياض - حي ديراب, مساحة الوحدة 1500 م2, مخصص لل عوائل فقط,8.4,"1,000"
شاليه بجلسة خارجية وألعاب مائية, الرياض - حي القيروان, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,8.3,900
شاليه بمسطح اخضر ومجلس للمناسبات, الرياض - حي الرمال, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,9.3,"1,790"
شاليه بمسطح اخضر, الرياض - حي بنبان, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,9.4,"1,100"
شاليه بصالة وركن شواء , الرياض - حي الرمال, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,8,300
شاليه بصالة وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,8,300
شاليه  بجلسة خارجية و ركن شواء, الرياض - حي الرمال, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,8,300
"شاليه بألعاب أطفال ,ركن شواء", الرياض - حي الرمال, مساحة الوحدة 380 م2, مخصص لل عوائل فقط,9.3,700
شاليه بغرفة نوم وجاكوزي (للعرسان), الرياض - حي الرمال, مساحة الوحدة 150 م2, مخصص لل عوائل فقط,8.3,600
استراحة بصالة ومسطح أخضر, الرياض - حي طويق, مساحة الوحدة 900 م2, مخصص لل عوائل فقط,10,"1,500"
شاليه بمسطح اخضر وجلسة خارجية, الرياض - حي بنبان, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,9.4,700
شاليه بركن شواء , الرياض - حي الجبيلة, مساحة الوحدة 330 م2, مخصص لل عوائل فقط,9,"1,800"
شاليه بركن شواء وجلسة خارجيه, الرياض - حي الجبيلة, مساحة الوحدة 260 م2, مخصص لل عوائل فقط,9,"1,600"
مخيم بجلسات خارجية وألعاب أطفال , الرياض - حي الثمامة, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,10,"1,500"
مخيم بألعاب أطفال وبيت شعر , الرياض - حي الخير, مساحة الوحدة 20000 م2, مخصص لل عوائل و عزاب,10,"3,000"
شاليه باطلالة على الفناء الخارجي, الرياض - حي القيروان, مساحة الوحدة 750 م2, مخصص لل عوائل فقط,10,"5,000"
فيلا بجلسه مطله على بمسبح, الرياض - الدرعية, مساحة الوحدة 860 م2, مخصص لل عوائل فقط,8.3,"2,500"
شالية بمسبح وطابع تراثي, الرياض - حي الشفا, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,9.3,500
شالية بغرفة جلوس ومسبح خارجي, الرياض - حي الشفا, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,9.3,500
شاليه بمسطح اخضر وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,10,"2,000"
شاليه بصالة مطلة على المسبح , الرياض - حي الرمال, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,10,"2,000"
شاليه بمسبح خارجي وجلسة, الرياض - حي الرمال, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,10,"2,000"
شاليه بصالة داخلية مع مسبح, الرياض - حي الرمال, مساحة الوحدة 570 م2, مخصص لل عوائل فقط,10,"2,000"
شاليه بجلسة خارجية ومسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 570 م2, مخصص لل عوائل فقط,10,"2,000"
شاليه ببيت شعر, الرياض - العمارية, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,8.3,300
شاليه بمسبح وجلسة خارجية, الرياض - حي ظهرة لبن, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,10,"2,200"
 شاليه بجلسة مطلة على المسبح, الرياض - حي الخير, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,10,550
شاليه بمسبح وجلسة خارجية, الرياض - حي الخير, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,10,550
منتجع فندقي بمسبح خارجي, الرياض - حي المهدية, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,10,"2,300"
شاليه بمسطح اخضر وجلسة خارجية, الرياض - حي ديراب, مساحة الوحدة 800 م2, مخصص لل عوائل و عزاب,10,"1,000"
استراحة بمجالس ومسطحات خضراء, الرياض - حي الجبيلة, مساحة الوحدة 3500 م2, مخصص لل عوائل و عزاب,10,"3,500"
استراحة بمسبح خارجي و مجلس رئيسي , الرياض - حي بنبان, مساحة الوحدة 700 م2, مخصص لل عوائل و عزاب,10,800
شاليه بمسبح العاب مائية و مسطح اخضر, الرياض - حي عريض, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,10,700
شاليه بمسبح خارجي و جلسة خارجية , الرياض - حي عريض, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,10,700
استراحة بمسبح داخلي و مسطحات خضراء , الرياض - حي الرمال, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,10,"1,000"
شاليه بمسطح اخضر و مسبح , المزاحمية - حي الخرارة, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,10,"1,100"
شاليه بمسبح و جلسة خارجية , المزاحمية - حي الخرارة, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,10,"1,100"
شاليه بمسطح اخضر وجلسة, المزاحمية - حي الخرارة, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,10,750
شاليه بمسبح ومسطح خضراء, المزاحمية - حي الخرارة, مساحة الوحدة 1700 م2, مخصص لل عوائل و عزاب,10,750
منتجع  بمسبح مطل على الجبل , المزاحمية - حي الخرارة, مساحة الوحدة 20000 م2, مخصص لل عوائل و عزاب,10,"3,000"
شالية بمجلس مطل على الحديقة ., الرياض - حي السلي, مساحة الوحدة 375 م2, مخصص لل عوائل و عزاب,10,"1,500"
شاليه بصالة و مسبح , الرياض - حي الجبيلة, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,9.2,650
فيلا بصاله وغرفتين نوم, الرياض - حي الورود, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,10,"2,000"
شاليه بجلسة مطلة على المسبح, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,10,"1,530"
شاليه بجلسة مطله على الحديقه , الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,10,"1,445"
شاليه بجلسة مطله على مسبح , الرياض - حي بنبان, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,10,"2,000"
شاليه بجلسة خارجية ومسبح, الرياض - ديراب , مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,10,700
شاليه بكوخ ريفي و العاب اطفال , المزاحمية - حي شخيب, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,10,"1,500"
شاليه بمسبح وجلسه خارجيه , المزاحمية - حي طويق, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,10,500
شاليه بالعاب مائيه وجلسه خارجيه, الرياض - حي السعادة, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,10,"1,000"
شاليه بمسبح ومسطحات خضراء, الرياض - حي المناخ, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,10,750
شاليه بمسبح وجلسه خارجيه, الرياض - حي المناخ, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,10,750
شاليه بمسبح ومسطحات خضراء, الرياض - حي المناخ, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,10,750
شاليه بمسبح خارجي وملحق , الرياض - العمارية, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,10,800
